image_id,label
0efce2b9f179432e9dce13e522eef6a3f09815b2a8000ec3fa6a4df0bdafdbb9,2
66205119e76618280d2311fa4bbe314bd90a7df291de6176e15d5eb43882973c,1
76fdf247c978347db31f5fc7d81d75599f47095bdde6b167437bdb5d761938e0,1
7cd39a3d2a0ae4b470f312d36e9b694a54a0873b555d0368b3e5f23731295fef,0
7c1e665f198c11b3db7be591a48f184e40329c4a2a4606ce2ab2718ca6348883,1
59992aded943663d31d6761d9b718c484ad0b54028071e7744157d7ce6cb7c66,1
b8c0977d0e9ed94d79b493a1dcc9e6ee3c1133bbad582bf194f0eaaef66aaf30,2
faaf554756ac9b8eb6217f17ac5f9abd973437f2f2a69ec9eb44bf4f6a53ed5a,0
274ca4f2d565ef0adfea22179ef55886c0dc89a7fe7209c3142dc5bb8177c108,0
f3dfdb59ba48c6c079476921a4426866681848ba01ed1d136e69d985b63756d2,1
fb396fe9db6700509dbf6dbeac0e1789008b70bc65655749d92b089ad0975d3a,1
68b425b20e5ec51e10b3e7de8c48d874209a987a10432ffb893d6e0278c9daf3,0
244ede89b9a44a7ef17b7756e183e38edb1874e6d97f1a86d66519f1d9bd6671,0
ecede8fb4f7b600c77d8eb781775aad45f1ccfc93d70eb621f61291812ad7606,0
7967e726a5f349b7c32117118714791a2f41cb72ae2a33cfb968d95acd090bc5,0
0795657c8268aaca65595dd1693bb72a7a9f9e27a5d2bc067a1cfb244efc161d,1
bcca5a23885e096852c9f922a7eba36128da97367ec8f5a581681dd633a1d3bf,2
44508f951eeedf1fefe48bc85d7543f2684012ff00d1321179c83cd20b401cf7,0
5ff6cd5b031a3fd3a81fdb27a9ff1275ab6067102ccd2ee6b8ec01ab5967a8d4,2
880042dcc318ce3665d0f1e6a6339eb7166a2b0e8161181fac9f77b42787245e,2
785a68088aa20a1e357a210acda68b88dfbe6375ff7b464078e8eea306a636b5,1
1606a713ddc324802cbb6bf9fb97be4e444f2f5ebcbb219b95fbc73538b857d1,1
28852c2c928e3a05837bb5bc876c2b765ae6aa59d106b8c6e1468c1e4211e4b7,1
023b906e65a8dcc3a583027b9c67424d796f3125e7ce518f2efaab50f7b48fdf,0
b0c1c00831b54b2438a57ec12205d522abe0ab4fdeda3b556b8d992831a07534,2
acbf7b1951d2751531ddae21575587aea4f794c236ebfe18b6df9fa2ea4e03b8,2
1d7a6471bb08d42610f47c57096999fc537bb4ab0b8864442089cf63f777e037,2
891bc4eba33904b9d63ba34b83a66a712f79e7570c3f7ef4a36e19cd44ea6181,2
525b39847f533f5c42e1937575e40fb374530562c2ba7199bd9c8316f48406ae,2
5e5fbd33a6cbad2e114500a06a41aa94ace9ff2c473999d99fee6b0c1e6132a4,1
10d8842ef9297b29cde33b6a46a73d79cd4be502e80293ed76067b7d57865bfa,0
d44d720b136eeb66836da8c0ddfbb6ed1893bc0651e94c7cb56d3802df2396b9,0
d08055abc8677b622b3d8bc075ed528a72b80316dfc055b074f4ea09f27a6ce0,1
6a5c08c03ce3abcc3532a07f3134c0da731eee8a36ae483a72f56861016b3968,2
75524f42c613e87b925868e32c83c3badbfa4b050fe6f863a8b990ebdb4f32b3,0
a17d1b73a71b51de57cad1663e0ebd05f9d941fa75700a4edd9813fb3b0ad6b6,2
597a6dcb4edcef7db6b13a95233b152a360c671548c807e7290e644a847d29f2,2
aa73f26a934c15900abb663f01ea7a3a31a7d165744b08e0b1cc55d02adaa206,1
a2e17be8b44b221ed0cdb6982bc058c0e992cbeb5666f968f876dbfb2f16e7f7,1
17a8473aa7d16117f8a5a9b6922856d138ba7b4da84f18bbd120934ac1da7b9a,0
f34f7c24c3fd1ad3f6cb63469d70103604894d4943addb8d50abe5b9bedfe3b8,1
4a8b3791f940bb5f37bfecf0a81f4b084a1cc47efa454fad253d5d967d26fbc3,0
bb0e485e2abf79c0291b059d2a2a3455133ba071a2fed1304858605f1b1fb91b,2
86a9e5b08c844ea3a46655ebdb5ce5dc24ebcee5287e4a0e51f4333c28577f8d,1
16882ff8bff4f69806cda18d278bb087dcdcddd5a56cc1ff4a7355e0470df0d2,0
a5658610b792921c08028d040c40d58ce2c4c0d001a44b4fef62a976f59526be,1
a820016548c7c260ff214d654208efb43d91846b91fabbe8b4c09024f4f33848,2
1d005e64a1c9930f0e37506c9d454b35e38c4960d64de995705f0ad9738ef2d2,1
c16ebab6f85543728a7296f9f77529586d421a421a45662c339244b53207e4ce,0
c5a08bb113640a212194624acaabb27d38e282ff929038acbec56778624a5c4b,0
a0e9cd5f2d8c73793f02eac1396295e59840eebcc8ef900aa0ac1097946b7458,1
39c93a7470d645e5c07558cb638da0124b15117860eee3b386df91473a4650e5,2
ab3246a73e30864ead3c4f7616531694fb98a9dc621281dc8f745e843e965e0b,0
0849015b099b7416e9ce4d4d501e6c3984badef9338d89fc25fb6d3d0f22d262,1
832c7375de7be5b834687dfe65e3b2351f28571b347b82234533cebe4886fc59,2
50c5a630f02588f63d56996a1f8b863fbe5a2001c14418cbb5db920933de36e4,0
d08c5cdd022ba63ae52408d87be6d4c7dc68dc633c302f8150da0b2b2142a2e4,1
e425dcdea0513f8e93cc6e4527399e26f0df846f365273b26b3cac2b7a1490e4,0
e7ad6b974cd9e9e550c2b2f25340a1123611f85f3d5e895bc3a3c53b023d4c3b,0
e1e27f0ef56bce67fedfb6ddf8d01e7abf84bff4e3ce5d78b0e38b551a840584,1
dac2c7082e9733121e7b334122c95c65ed5f5b0f50d467e243df4b89944d5794,2
c484f3012cf032c63a5a9589a0ff35923ead97164685cdbc8c4924fe7d6dc67b,2
0b790881dbbbe63ebc81b0759ebef0e35d8a15dcb721fc314efc0c7c98bc4b72,0
1029a1ba290f999d29b9539222a62e1cb6c671a5ccfb43ff00d8d48dd16bcd8c,0
3e9cafb824db25dab57af5cf6a54ce6fc2b0a6c1448afe0f071c3e29c843e7bc,0
7f999b9ad33dda871d2f849b631251994aa65b62c2c5d6e810dc850db6b8ee09,2
840f7ff827421be5bc48c179c2fd68f1dfcd1405a7fddc60690aa52aa00db530,2
566daa687a5e193b6ac9c9697aebf8378a0d75124ee9c723f21392e7eed2d2a6,1
814e9088cd105c45d00dc43e123369f01f7caa4af7db4cc2326f2c2875fde650,2
73ca28bebb8566dab2db073185c2905afff00e20d08997800a34605ec252411f,0
12c4d9cf0f1703feeb41c4d583754df7da510a9e65824fcc465cf732c3abcf1c,1
c865e6cbe4b64f368c26f695f2e968c314e920cbc1dd8e5521e14d9b5af059e5,2
d51a7bbf49aaa453eb984d5c94aebfd87183d68b1c3790d87571d566bd7cece8,2
95e0255f84782793f95352345207ca21129b2d76044ed7e11321d54db13c36dd,2
6ddb955901e145d8df7afae667a35e521139f0f633b996a04387a60ad19b188c,1
b761fe178cddf768acbe9b717d1558fadf0c57e571eb7c52cae2944158b6f69b,1
64c7c1350c2aed4900b1c18b1671be0155323c982033bd5cb809088544d3f60d,0
c9239dcad9ecd9e4fef93b8eeae196177a8be6adb1b7f530640fa51d9a3ed293,1
d9502ebe7902ce17cec8a0dfe2ccb474bda0968b139071cb1661d16ae53663c0,2
3c3034a0fb305beb94f58df6776b89aea6275e745881c234d34232e62d208f4e,0
7708b247a2efd8dba2e5e557fbfd648fb3e92b4273a0020f76b3dc62f286f8c4,1
7d5cabaa988c3d94ca944fc2da31f67cce2ee90e6baa706764ec3e3965deb866,2
4fe2e746fec8b6e185b9b3ad87946b7027f85eb751a59145d5aedc02702e3f40,2
66a6c9e87b9a4bd6f90723fc22b3d6c94da7c6e694f17a5ee34954112e6a81c3,1
29b2c21c9843bc2e6ebb6f4fe22484334dbfb2f0a9763e71ae4a0569220cb3f7,2
f57b2ea501c70995ad626baecc92706c4cabdfd992561b86f3319cdc504cf8f0,1
3c66bb632a6544d62ba6b1ced32552032950d0cb23c9288d761c8de9ec3c86bb,0
88149abd6ed1707d461bf1b1f9cc06a065d49364aaee3d44248c47a0494a2825,0
feed8fff2d978524d1368d6dbfc31d7459105368595da9a2ebd9c5402910ec86,2
ed0c75ba55036840784f9d3868cf60bf0d226f9eeef7eb360253295a4d18a1e7,0
c45b9138f3c74ec8a56ecae7b4370a62f3dfd763bd76c16da46fa38cc8a07283,0
c6c9f5ee9e93e526ed9bd7e435d63b7f16a26631868187204f30c71483804806,1
888bc519cf0390a755e265fae0c61538204ca3e517fabe34ec7237ea7391f371,0
04f70526d7f3c1e29a6ade0477095f0df7ed98f7cb66dc9d2e73e85be276d277,1
6f3fa7665e7bb49b2ce397b6535ac91db72705f9ff8fbd814dbafd9e4bb02c78,1
e0bf5dc90cf2b3acba8c6a9094beb06d6e4f5e30659a0f6f493dc38332094a77,2
568c0c5bf9873da2d7e823ef7873491d35418365dd112a9280bf5a7b71bb8bc9,1
a3a4e508efec238a3cca674a286ab0c3d89b703bc163b6f53fd0f344f7445139,2
6826dc97a3d0b270b56383be2e78d4584012cbd8015b2166856f8472038513db,1
13fb18ce8fc8ab110b820f281c54da7d5c2ddad1272bdbb862c72a5b87676e72,1
558fd0f3a43914b1424603e32a86163d27dd3470b96892de92dcc6566e08cb33,0
0b8f1cc11112b512e1edd7352cab50c88b7d5d1293398b3dc97100d91aea7330,1
93e98fe4bf2cff29208fdd367018adf4169bb832359f3174bdcef188d64e54db,1
cdf126a594ea54c071b598eeea4afcddf6b4e3251044395272f2209575f13217,0
32033ce84dcd4aee0440263e944ddb2647386af381beab04ff8a00173ea18f42,2
d78da35273f2e90e6a43bac1342ceb10d1c9f78ae66c863a352366fc20840a93,0
a5cc73bebfebc057dea0b1d750fe9c8ac0d1cd927dfb1633dc8f44099159314a,1
f9e4bcea6b7e5d4c25c515fc1e6a272f9c6217ff4ef9b8bef208c4177927ccf0,2
d4982132dde0e7bb01888a4c4067b9b1728bceb864651348b264a695d1bd4e32,1
bddc05a92181503b21016159c68d09234e7f42e66668dbe066cbcc57201de630,0
722fb08bed4c66ee27c0c91472405319e42a9bae23c8b2d383b615a716c1a6d5,0
599f32a9aab99055c57b252f57e5c529a69ab1aecdc479c7f2a9fd3bf4214f26,1
a9f5ed3fa02b15e40fd08c47ba0e289d1cd9c7bbf7ddfd3a0df5fb20cc14169c,1
253c97c64f64b5aec257c64c690e51c24bfe2683437ae8ab2fb17b5f03f5ea4f,0
fa58219db8914b0b257d46802076e5257b28724aadf9f181f3d310c5dd87057a,0
3ec9ad328c6fc37804a369ed4ecffba20adf10ffd5fa54b0c624bc394e772fff,0
3f6fc6986f8026065941e09df3ecd03b10ff2abceefd8b1f8eaa6bfd3cc0a235,0
f54e0d7abcdcc1b19986779f10caaf62f23cc3513357508c9ad50ccf9373c624,0
e4e993b6bc3486d961cd9e5c38933448db195dd3bdaa7d7a198cb3a60c9be0ac,1
7fbeb665d1c87aef74d6cff0dea6ba6d237de5cd6bc0cd505a6c8514efb0b0bc,0
42a49576d31d690a993c21a02c8f887497fd228db5cd131f893800b296fe9ea1,0
f281f51cef5d8a0dc03947b892b9f7b42c0bdee58c8058595348e2e0801466c2,0
99a3833c9304b8b20034647a5147d146199ecb2f8d09b20085a79ad548d1d52a,2
aae0ec5c9807185aeae45cea2474c3a4655ff75ae052313f18159db9e920f2b3,0
78d8a2cb597a1e7b76d4632bd8e2ba6ed72ecaad07d015e592e5b39254b43bdc,2
6eab478f410f4c38c72cdd9329d2f32b107b009a8f2554e471f70f74872edf13,1
bac2150c54dff984f24f6e3dc184e68ad08d131540137745e28426af2f1a834b,0
7153ceb2eaaf5f4d272e0344c64cd2e7df714225aff817bf049dae9e128afff6,0
d31548e25f3a18063cfb0ed473ca7b2c193d5e0d82e0d31403d3ac10e20c2f3f,1
f41cd38c871e173c4f801e063031179d1124012eccd014154fdeac7963af400c,0
b695296881afd0bd9be20a67b382b2e0019cc0ff576be348908045d5e797d798,0
7f13e042fcd2c0a4e6c504bd8a06bdf97e92d3c27daba8eddaf1cd4a642979f3,2
5cc4da5cdb2258b54b92607967821632798702f3b9593610f97501522d2de901,0
d8039c6cfddf406eeb35695ba0113250ff080106c0deb8b8e630a654786932c4,1
2233838ddaff2ffb58b1591a21b35e4daa4a63d197bae206611ddabcafca4923,1
10090a4c6f3b8b732a331e63c63e55a8cee107f590be4e61bacf752f8fb4eb42,1
1c3cb8adb386adf68f6f213398cdae3c9cdc3c6f641e997d7b032003b4c9a125,1
6bfb3442fbac8440c54b7ad97fa03de4968e33ab3bb89a09ab22bf5e0377984f,0
182f8a46d8b9cf95432df528d9d6935ee101d6692fb82ce91705f7131036c442,2
ac6a1855bb47a6dca94daa4d555fbd0b9f4388c3e5566ba82618a7bc4a6d5532,1
476c35b856997ebb3eff0cf6b35d1855b34bde8cb4ea2a05dd5e1ac1a495e2fb,0
cad2bc97984556808c548baff30c5a0703602deb8c6cd532a9a2bd3942c4bc0b,1
e9654b28cd6630c5b2b0e2abd9f95843108f7814ae286561d5021cd80174310a,2
d369d2862764a54af6f5d52c1f7bf6aea355765754186feb5ff592c6b72f5ea3,0
4a5a5bb3574a1a1f400692f5928705d738ace5f0e5e5611b72670d1fd07d1e66,0
db49ce6f34328798baed810b83d7c6468fa5f885dc19f3fc17d917d0f076bbe7,0
07b9eab81490aa0f9edeca05df5aa07c0a4ba2ab3a8623adf2c9f53ad25b82f9,0
3c8040d63e754544accad7489b88ef31710a7050049dc2303f88361abd7314b0,2
7d87365137e0523ff65d591ff6418d3bcee83deca102a87e66259645edc6ac5a,0
6084739f789532eeeca892654a2b8779026d1e6acaf7950e5f1e3ce0ae7ff170,0
92f3548450dd89116b46b32720f9fbef7ce3aa373dcf5a35393c2addfdab4c56,0
56e80a7edc67e2ac61d76f8b3ed03d54cb5e4f60e5f29f796f76d66470d08bbf,2
4da653d9de392de38c8eef37e227ac920041574e39ef216faef4d752214bf45c,2
fb0d1f7540bbaf861be1d057a2d3c44459b006bf839cdab5412033565c3a084f,1
52bcc057118a5585a26c53093c085919db44b1fcdea9f9b9c593e0e0cd3e3b2c,0
1426a6aeaa54512ca9922b9eef1cefa804c2508df628fa9b55aa13dc0a3f6809,2
d740f35db1462276256162d9e67f44e845e86cd512a46df52d22b159fd98f7b6,1
0dd4f195c33992eaf9ffffc332156702520e0da7b964af2598055ef96b2aa759,2
b98ed269b4135e993083e2623300db387f390d342aab043370f0a8352c5efda0,2
334d82d842fcd18f07a58d981250d007bb256564204f328d197778de6def1fcf,1
9801b834e622c51fcddbf2bf650656c87056dd0c94107e2d638ae6d508044a82,1
4be6d4e4e6f3eea20ad1496de203dbf4b1aa352081ae0e5d379682145a414007,1
b27a9e188eb79a3301afe7b7348f3a472cf74be73f22c2e7c00e522865e31c88,1
fc8ebee927fe8b72602912f9a3f51e067cc5c66004e0e4dd2fa5ac77265da17d,2
42ea82108bad56413ae4b0eb39f942624d9b70e0bc463e069d4677c19eef20e0,1
eeec14cc94d800ca3fc622088d663e31d4417c011232543ceacbc129b71a606c,2
39803a0e60e2e4e990f1984e5324b1f896f3c492ad4edade8a138d0a21afe3ab,0
57b0cbb083e5007f8da6a54f1898040be477ba5d0a7416e3b04f4a60da9d4bfd,0
63149ef58e98002139a7b2797192c15447324da5b69ad16ee8a96e6fd08a8f45,2
ac813545f3ebe1a59347e079c48ece74660c375dcbea3facb6a66605ee72767c,1
23345351b552895b88b370c3c487d62190fa7cfbb82dec696923d9f556ecd208,1
1cb0d56f868708b8ab4e5226ec64f8947f740153755a1f88f4f3a862b22f4775,2
69f5bdc47b32d46d41ea6540cbca2b36394c442ec8ad6bb379763f51444cf3f4,2
8727cb61806469bc931a420d13471cd9f782a57190118dd0bda1e94e482a388d,0
c25e312096d3654a4d9f422553eeb9e600a79149b410273ff65f2825fcc540e1,2
931ed26066966a27bf33db4a624e7ecd6c53cc90762b6445f11dda88b4afeb3f,0
7e190d6b96df5ca5adcef179fee894cc6259018ed34a49350b9d653ffb5ad90f,1
6e5341efd54ee6db3acdd67fb577cf589ae97a9ce69acb83a58b8e43ed7caea3,1
37192a09f08180e4948ec45604e60ef8595dc3c44096dffd2f9abdfc414be3b4,1
da2761a107d6b20c89d899acecf17aef56b37de8826a5e164dd11d833d2b84bc,2
ed2b7713feacb6870776b24b11d013fa4be8648e119aff080b77bd427c2c4e3d,2
d46c29effa0a6187a410013d7cb2c3af06d53614f3cfc480eac8233e878576b0,2
3dd0b29068323e8b424723e16823242e5306c7ea6e82f4ebd0bb32d84ba32b08,2
7d752c0113a643a6ada6115817418a40ce8bccf6cac586fdd83f77bfec1cf1e2,1
732c796af8c125eb95d57b3ee871a7ea60f5fc5de4374b38affda28e5fd627a3,2
2700e702693368fc50ca0398cbdca48c0b12c2cffb0f1d85a88871cb37e333c6,0
dce11c7efcc61acc2225443be25fe8cd3cd06533ce81c052bb425139a834c575,1
75e6aa90f96dc1848bb613690851ab591839843a967f90faa439ee5196d1833b,1
6afdecd4ae4658f10be6b744c52bbfc06179f9141bea480053c8b9a6cd5ba4f7,0
89f59f8138c00ef1293111f75ee95accdefa312f6a786441ba0f1710e3946735,2
5c69755c03e76d4129f58adb4b2b928b34119348103c26218ebb3eaea85421ba,0
f1e6c377d99913bdc0608c1a18b7c1bc27d73ff9cd78d836275c8abd39bb87cb,0
9471525df70390fcb631fb175b7fc7cb68c5d604ad8c5b947a4d05d89b3b2b74,1
d95254a9dbf0e810442e330cf28dda4bb33226c8ed2e24fe6093324f13ca104c,2
f6df95f15d63e9377d0c4dfb123be301cdea5ed32b178fc66a701ce0b3918a84,1
8ef167e5122d7b69600a3ae2ac4f8f7cfe68bf58c2ef75cb8a44e003355b9d45,0
34aa6118f826dca6468a77a3f27cd5fabad60f58d9bcf74a20f35def32782846,1
e6d11f61c58d8cbd54666163fcc093776a791b63adc9155eed07c39b904553f2,2
33fc6546e241e9f40af3f491279c76adbf1464c338acf32eb1766dddf2c41555,0
931a6437d22df9940200c88aa8a76fa0753d4487142af241cc3eeaa569da0eb5,1
30ae59507fd9afdacbb290b3a9f3c829b54897e946bdb821080b7dcd0e8c7b8e,1
2ece321610ddac86b1df401277cace4dadfa4edd075e5c2a3281d5a90f88e2dd,2
d6c0a3400f18a65d94ed2872ad913b1e3a9011ab4335f2d0b20be57f6a417e6b,0
cba704299263e762821630e7bc673f13418eb3184ad2726a369b74bddc9ccbf7,2
768306d988be81e7a551889082235243cdd61911e756f6c0359349b20467a530,2
265002d20940819ad4b9d008f0ee9a39568963135628e94a11131ca38015a447,0
aa58b6743cfa9bfd1a4be510ad4e4571f3322746f121209942978e05846aa70c,2
3258a304f6b1c8d59774646602ece48600c00be0a6d8f166646a5c8102490498,0
29ec27af6dfabb383b72241790565bf300beacd9c380c8c2cff3cfabc7574597,2
a883095a985df7d1da20acd70f07db6d48306d1a2a352fcc7bf9fedaf3230aa6,2
b3e78c48fb570687959568d857eb565e7bcf72f6a7755585910da919fa551614,2
3e5f5bb9465e174ea60d7ff9d74f9dc3ea13353eab92219d03fb6e660b609a85,0
6b65ee776fb5a9774bc70479ccc671ed5b9d6b5513e7ffbb0b2204d4f9117625,1
75c0d4b1e0bd01de0013f0141ac2ac0327a0a8644149e9ae359edeabdcff35c2,0
6a93c4c63c72f1829552180eb50bc25c9f32331e2c241ba4e016a37e41e2078b,1
8cde9014a7c71659af7784f3de642875cd3d28a25c27a9a1fc8c11cabf93a77c,2
6f4131a07854cb1c56ed618fbb64789c39cc760c8029cc5e16eb2e2d0dafcc5c,0
9cee65e91950462b047042f728d97ef3fac92093bf112949c9387b303a4c8f04,0
c4a48aeb459e1b31a635e23480d7e67f457a59efeefd5ef8bd383cbcc9ba99a8,0
63fd2ce4bf75dc459e4d40294c339da0db8456785d5d09fe40ecf628014c3943,2
07c6e0c0fe4717fb2c24baef61e5a9fd2dd8bafbccbb0987a584e2a88fd5a1e2,1
3c226b3024850928f8bc99e747051dd4e2b0e784660b1aca2cbfa1b0e0df68cc,2
f32a7f1dd4c3c6d98cbee3f41028de8d928244f44eff4da388cb2c762e6e15e4,2
460bd5564f1309b7fd7bba7c4ceae2ab120a6992f3a35aea408abc5b853c085e,2
1a43866ff55847b2e687d535c638a122db75c10698405e299a05b11ccff448e8,1
df73f07f6fead971ad43567a2d0839d4a8cd94715345329fe3ad65e888a89a6c,1
586f144a9133c15e19ab74692977c08284681c81b8e7ee3e9c237461fc9dd7b1,1
686e44d44219936cb400efa366426970dedd8718ad63b877e146b51f45cf344e,2
d9c62146d05648cff0327cc91c4e254f4fc1922e60cda7e34b7f6049f1b4d64b,2
7787445f22ce7eeaf512893437a8e391a1ed9a3ce060c187605fa85de3692335,1
c8332af4fdfbcb56738456185e2c5425482f2bc25fdbc75dab2b87a8877893f5,0
363a1ba421c6826d20d117a3abd120bcfe60930abe3253c8c6d8e81ab23c9a16,2
fd49fb677ddd6388c87886957c43b0c3b63ccc759a3550efa9223be90f9e2197,2
48575d440ab30f9a7361446416f391c02c4619b1f4fb72202f0bbf317038515c,2
7db27e13393da786f499548f41c754e45ed3d2414f95b60466cbd044e3cd9b6b,1
77ba71a5adf5791098d13cea5357c14786dc4f5c68bceaedba6556b1596f826c,0
c244d0bcc1479b2042e33922f8e9d28e6decd64f9efcae67627995620af3fc8f,2
a2f85cc3f299e15e2d926f5b48f51251c804502a679e4f665645f23987dcdaf4,2
67d34ffe4f310b00ad8fce7a95433949021fb57046bf3d2f6f18380a05b397e9,0
099e247d0edf8b218538da3e4b32b2c9fb36fabeeeb762bd07985057790764cf,2
fc3bd2edfcbebbb4d779753a143aee95309f3eb23d1744c5fc7d58483fcc67ec,0
66319b834c6027631034fb80b74f03eefb8b06584f3fe045fe84189e463cd17d,2
c1ddb52f12eb1078b492afe3d0a65324262c275e8faa6ca7ce1857082ec922d1,2
0f41da770fa49f9fffefe0b526850b7a61f1932aaade6ee2fa7af06ce55451bd,0
fab2d47bb48168b417bbb54ce4c3cdb9bea06ba14a019453f8e5b7779d9db6c6,1
a65e25e477aec3b1ea80dc2115a3666089532a6045fd6d6de65da090548c105c,0
a0f386e32401facc4b4e6f52ef7005704e872726881e3125ad27380d530c8397,0
1c3edd50f632435251bdabc0bea340907a528ec1dc104274b7a1b639ea48f954,0
30a0889aa2ddf0414cc44470fac6e35717ff0e3cd4cf22f36dae325aaea092f7,0
7261b0c1dabac5cbbb71ffed81eab6cc2065842954f339f4786a5f91708606f7,0
2eff80549b135b8e3b6d2d6524438debe434ecdbdbb3b33698048b508adcffaf,0
c7f42847038b997447ad390f30e713e1855aeeefe91315d684a49aad601aeb58,2
9fda106b8450bd8fa28ece1f72a4a18bb5b3516b9208c65c266b76605671d8b9,0
5c85025e3f445dee0b4a9a12d52d37de85ca8e92982ff5aeb527ac0c6f9b2bad,1
5ab7b7b10c69e7ec5125e876c54b49d2f9444a07a0d136610452f37b5afd232c,2
ad48e8b2580b679e77047f7fd200f437598a0e11c74d856998db698793e1f98d,1
92763d4b2a82f9ba82e71cd3e98930fe5a98c2848a1dfae91da16ad428ba19cb,0
8899e8e9529bbdb07b2660ec767d3ff7b96278efc04d8f58d8f3a7a4e52581b9,0
8340eea1c13164a6f84576b93cf1bcdc2efd17e8ba34bfba8d35b87d08d40c13,1
dc3d1fde9118d98a4ff7aab0c12a49940a20db73086ba9fd6d9565c8512e7013,0
f57587eed7fec85c795df0c96bfcf5cc70072873f832017791df21103df15e81,1
02bbcb39249a6dcb9ffd449efaaa94e4acf3f7fe740ccebe2056829a8e587f58,1
43b24d46161605f3c24cb0e15904557dfe77138835d51a5e8e445ce3329ad4ec,0
2159cf2caef2ce0c5e398aebe30b38a62867ac064aa7f718c028d9771f6c7b1d,1
89920be3d332d8016981b86611b463ba36698ea4e745a040e053b9d03250f4cf,0
f24b912001c59d07ded2ae450ae44856cfccf3760a57cc8ac9df5ac407e99f2c,1
06d209eba954b19221fa83fcfca64a4898a0068fa9e8950391e79bc78261122d,2
b85dac7ecd17e8ef1373d6b6e6a1b27f5601ddf4fbeafe2954d1a029cf25c313,0
38294f9c06149222762f626e862504570c8f85874d4667eb827bb51e943e3255,0
83d380daa076b0e39460106cdecf107df44b23d025955b1a79cc682c77bdf689,1
e52bd5709c2a5cc3e511baf498fa7624777ef5766181f96ed7ba06a6958e084c,2
7294cb25855016b14f1cde34bbe795c332e18aa372ec7ac86e13f3c139ac4ad5,0
